,county,state,lat,long,TotalPop,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,percentage20_Donald_Trump,percentage20_Joe_Biden,cases,deaths,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
2349,Raleigh,WV,37.76936795,-81.2456041,77097.0,32640.0,24297.0,7841.0,0.7440000000000001,0.24,866.0,10.0,38718.0,38379.0,1.6,87.0,7.8,0.4,1.0,0.1,42386.0,23435.0,17.6,29.9,22.6,25.8,12.4,9.3,82.5,9.8,0.2,2.7,1.3,3.6,24.2,28925.0,76.2,19.9,3.9,0.0,7.6
2350,Ralls,MO,39.52817427,-91.51838643,10208.0,5662.0,4396.0,1205.0,0.7759999999999999,0.213,221.0,0.0,5170.0,5038.0,1.2,95.8,1.3,0.5,0.5,0.0,50161.0,24687.0,13.3,27.1,15.0,25.6,12.0,20.3,84.7,6.7,0.1,2.0,0.5,6.1,22.5,5003.0,76.7,15.0,8.1,0.2,4.5
2351,Ramsey,MN,45.01625271,-93.09872295,537893.0,294513.0,77324.0,211362.0,0.263,0.718,15318.0,383.0,261783.0,276110.0,7.4,63.1,11.2,0.5,14.0,0.0,60301.0,32544.0,15.0,43.6,17.6,22.3,5.0,11.5,73.3,9.6,6.6,2.9,2.1,5.5,23.9,278185.0,82.3,13.3,4.3,0.1,5.5
2352,Ramsey,ND,48.26886249,-98.72223879,11574.0,5372.0,3577.0,1639.0,0.6659999999999999,0.305,601.0,4.0,5897.0,5677.0,2.5,84.6,0.0,9.3,0.6,0.0,55927.0,33884.0,12.1,33.8,25.8,22.1,8.6,9.6,75.2,8.7,0.9,7.2,2.6,5.4,12.9,6141.0,73.8,16.8,9.3,0.1,1.3
2353,Randall,TX,34.96585996,-101.8971322,130552.0,64412.0,50597.0,12750.0,0.7859999999999999,0.198,5483.0,59.0,64149.0,66403.0,20.2,73.4,2.8,0.4,1.5,0.1,65564.0,32922.0,9.6,37.3,17.4,26.2,8.9,10.2,84.7,9.7,0.3,1.3,1.0,3.0,19.1,68640.0,75.3,16.3,8.3,0.1,3.7
2354,Randolph,AL,33.29526734,-85.45708831,22530.0,10824.0,8548.0,2203.0,0.79,0.204,865.0,16.0,10998.0,11532.0,3.0,75.3,19.4,0.2,0.2,0.2,39485.0,20983.0,18.7,23.4,13.4,21.1,12.8,29.3,85.5,9.1,0.1,0.4,1.0,4.0,26.3,8565.0,79.4,12.1,8.3,0.1,5.8
2355,Randolph,AR,36.3415714,-91.02455531,17514.0,6769.0,5327.0,1203.0,0.787,0.17800000000000002,693.0,26.0,8664.0,8850.0,1.9,95.1,0.9,0.6,0.0,0.0,35930.0,20932.0,20.9,29.7,17.7,17.4,13.4,21.8,83.2,10.7,0.0,2.1,1.5,2.5,28.6,6549.0,72.8,17.9,8.9,0.4,3.5
2356,Randolph,GA,31.76622818,-84.75732369,7206.0,3074.0,1391.0,1671.0,0.45299999999999996,0.544,340.0,30.0,3574.0,3632.0,1.7,36.2,59.7,0.0,1.4,0.0,30640.0,19781.0,35.1,27.7,19.7,20.2,9.5,22.9,61.9,25.1,0.0,4.6,2.4,6.0,21.4,2639.0,75.9,18.9,5.2,0.0,8.9
2357,Randolph,IL,38.05095369,-89.82512254,32829.0,14896.0,11065.0,3590.0,0.743,0.24100000000000002,1403.0,15.0,18235.0,14594.0,3.1,85.0,10.6,0.1,0.4,0.0,49717.0,24716.0,12.3,24.7,19.3,20.0,12.5,23.5,83.3,8.9,0.1,3.8,1.1,2.7,25.2,13296.0,79.8,14.3,5.7,0.2,4.4
2358,Randolph,IN,40.15734772,-85.01139319,25203.0,11078.0,8312.0,2512.0,0.75,0.22699999999999998,510.0,11.0,12278.0,12925.0,3.3,93.9,0.7,0.0,0.2,0.0,44985.0,23427.0,17.0,26.0,15.5,19.3,12.4,26.8,81.2,11.2,0.4,1.6,1.0,4.7,24.5,11436.0,82.2,10.3,7.1,0.4,5.6
2359,Randolph,MO,39.44007257,-92.49713740000001,24987.0,10742.0,8018.0,2485.0,0.746,0.231,680.0,3.0,13075.0,11912.0,2.0,89.0,5.7,0.5,0.6,0.1,44754.0,19984.0,16.5,29.0,16.8,27.2,10.6,16.5,84.4,8.8,0.1,2.2,1.0,3.5,21.4,10098.0,76.3,16.5,7.0,0.2,6.1
2360,Randolph,NC,35.71015088,-79.80570339,142827.0,72788.0,56589.0,15506.0,0.777,0.213,3950.0,64.0,70344.0,72483.0,11.1,79.7,5.9,0.3,1.1,0.0,43598.0,22349.0,16.7,26.7,14.9,23.0,11.0,24.3,86.2,9.0,0.3,0.8,1.1,2.5,23.8,64228.0,81.7,11.4,6.8,0.1,6.1
