county,state,lat,long,TotalPop,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,percentage20_Donald_Trump,percentage20_Joe_Biden,cases,deaths,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
Lake,IL,42.3224907,-88.00367925,704476,323706,120938,196479,0.374,0.607,22618,522,351847,352629,21.1,62.8,6.6,0.1,7.1,0,82613,42388,8.5,42.3,15.3,24.8,5.9,11.6,77,8,4.4,2.8,1.2,6.5,30,347792,85.7,9.7,4.4,0.3,6.3
Lake,IN,41.41874274,-87.38277575,488694,220233,91733,124801,0.417,0.567,16017,376,236337,252357,18.4,54.5,23.9,0.2,1.3,0,52559,26590,16.8,30,19.1,23.5,9.5,17.8,83.8,7.9,2.8,1.2,1.7,2.6,28.3,216337,85.5,11,3.4,0.1,8.5
Lake,MI,43.99050893,-85.802173,11669,6332,3946,2288,0.623,0.361,68,1,5965,5704,2.6,84.8,7.6,0.7,0.2,0,32309,18199,25,23,22.9,22.8,9.6,21.8,80,10.9,0.5,1.5,1.9,5.2,27.3,3514,79.1,13.1,7.1,0.7,11.6
Lake,MN,47.64270764,-91.44557998,10578,7200,3392,3646,0.471,0.506,142,0,5426,5152,1.4,95.8,1,0.5,0,0,56078,32319,9.3,42,18.2,15.7,9.4,14.7,76.7,11,0,4.3,1.9,6.1,21,4803,78.2,16.5,5.3,0,3.8
Lake,MT,47.64514965,-114.0898013,29518,16617,9319,6911,0.561,0.416,613,6,14595,14923,4.3,65.5,0.2,23.6,0.3,0.1,42582,24348,20.9,34.8,19.9,20.3,14.1,10.9,74.2,9,0.8,4.6,1.7,9.7,19.7,11866,66.2,22,11.4,0.4,8
Lake,OH,41.69710807,-81.23676539,229701,127867,71615,54337,0.56,0.425,2411,60,112214,117487,4,89.1,3.8,0.1,1.2,0,61137,32125,8.3,36.9,16.5,24.3,7.2,15.1,87.5,6.6,0.9,1.3,0.4,3.3,23.6,117678,85.9,10,4,0.1,4.8
Lake,OR,42.79246693,-120.3850163,7807,4336,3449,788,0.795,0.182,47,0,4165,3642,7.9,85.2,0.3,1.9,0.8,0,32769,21005,20,30.5,22.6,16.8,17.8,12.2,70.9,9,0.1,6.6,2.2,11.1,14.6,3039,61.5,24.7,13,0.8,6.9
Lake,SD,44.02193107,-97.12926365,12350,5873,3681,2068,0.627,0.352,447,9,6387,5963,2.3,93.8,0.6,0,1.9,0,58467,31145,15.5,33.9,19.4,20.9,9.4,16.5,79.2,6.6,0.2,4,1.5,8.5,16,6498,73.5,15.6,10.6,0.4,3.9
Lake,TN,36.3418017,-89.48921915,7588,2034,1492,526,0.734,0.259,998,4,4761,2827,2.2,67.1,29.1,0.1,0.2,0.1,31993,14232,29.9,24.4,26.8,19.4,9.1,20.4,81.9,8.8,0,4.9,1.8,2.6,18.7,1906,59.5,31.7,7.8,1,11.3
Lake of the Woods,MN,48.77217001,-94.90274472,3841,2405,1704,671,0.709,0.279,50,1,2016,1825,1.7,93.5,0,0.2,0.8,0,46943,24964,7.4,22,15.7,19.8,11.4,31,65.4,17.6,0,6,0,10.9,21,2053,83.8,9.7,6.5,0,3.8
Lamar,AL,33.77995024,-88.09668032,14021,7187,6168,978,0.858,0.136,534,6,6875,7146,1.5,86,10.8,0.3,0,0,36016,21152,23.1,28.8,14.5,18.9,13.4,24.4,84.4,13.8,0.6,0.2,0.1,1,28.1,5376,76.6,18.5,3.8,1,7.9
Lamar,GA,33.07841647,-84.14263877,18282,9039,6330,2615,0.7,0.289,432,20,8800,9482,2.3,65,29,0.1,0.8,0,41157,20458,20.8,31.2,18.5,23.1,8,19.2,79.7,12.2,0,2.7,1.4,3.9,29.6,6951,76.4,15.8,7.7,0.1,11.4
Lamar,MS,31.20572971,-89.5077704,60517,23952,17700,5821,0.739,0.243,2387,40,29006,31511,2.5,74.7,20,0.1,1.4,0,56129,28342,16.3,39,13.9,28.4,8.5,10.2,84.6,6.7,0.2,1,6,1.6,25.2,27791,73.1,20.4,6.3,0.2,9.2
Lamar,TX,33.66981763,-95.57404777,49401,21338,16698,4420,0.783,0.207,1874,49,23876,25525,7.5,75,12.3,0.3,0.9,0.3,42198,23625,17.8,27.1,17.6,24.9,12.6,17.8,81.4,10,0.1,2.4,3,3.2,20.3,21134,79.4,13.6,6.8,0.2,5.6
Lamb,TX,34.06859623,-102.3516289,13368,4394,3513,835,0.799,0.19,574,24,6832,6536,55,39.8,3.6,0.3,0.5,0,43712,21760,20.5,34.8,14.9,19.1,18.1,13.2,82.2,9,0.1,2,3.2,3.6,17.2,5671,74.6,18.2,7.1,0.2,3.6
Lampasas,TX,31.19531316,-98.24206613,20473,10373,8070,2134,0.778,0.206,315,9,10144,10329,19.2,72.9,3,0.4,1.1,1,54467,26405,12,32.4,20.4,20.3,15.4,11.5,76.5,14.8,0.2,2.7,3.1,2.7,27.4,8612,70.3,21.8,7.7,0.1,7.4
Lancaster,NE,40.78416049,-96.68777155,306357,153687,68952,81131,0.449,0.528,9653,45,153788,152569,6.7,82.1,3.9,0.4,4.2,0.1,55747,29901,14,40,17.1,23.9,7.7,11.3,81.8,8.8,1.2,2.9,1.9,3.3,18.8,166689,77.8,17.8,4.2,0.1,3.9
Lancaster,PA,40.03904563,-76.24770128,536494,280485,159902,115294,0.57,0.411,9929,479,262686,273808,10,82.7,3.6,0.1,2.1,0,61492,29280,10.4,33.3,16,23,10.6,17,78.7,9.4,1.3,3.8,1.8,5,23.1,267348,85.1,7.9,6.8,0.2,4.7
Lancaster,SC,34.68270843,-80.70513032,86544,49868,30312,18937,0.608,0.38,2658,62,42328,44216,5,70.1,21.7,0.2,1,0.1,50557,26425,15.5,31.6,15.7,25.9,10.5,16.2,84.7,8.6,0.3,0.8,1,4.5,29.1,36001,84.6,11.3,3.9,0.2,7.7
Lancaster,VA,37.71889653,-76.46400482,10848,7136,3697,3368,0.518,0.472,204,1,5013,5835,1.7,68.2,28,0,0.8,0,51495,33997,11,30.5,28.3,21.9,9.6,9.6,81.3,9.4,0.4,1,1.9,6,26.7,4384,73,17.3,9.4,0.4,4.4
Lander,NV,39.9332233,-117.0397075,5887,2664,2118,481,0.795,0.181,111,4,3276,2611,26.8,67.8,0.1,4.2,0.1,0.5,79865,30256,13.2,22.1,15.4,14.7,34.8,13.1,57.6,22.8,11.2,5.1,1.4,2,23.6,2683,79.2,16,4.7,0,7.6
Lane,KS,38.48119447,-100.4660754,1702,888,757,114,0.852,0.128,27,0,864,838,6.6,90.4,0.1,2.3,0,0.4,51765,29768,10.7,29.8,18.6,20.9,22.4,8.2,86.7,5,0,3.8,1.3,3.2,14.4,885,55.5,23.6,20.9,0,3.5
Lane,OR,43.93727035,-122.847753,363471,221585,80144,133924,0.362,0.604,2596,28,179116,184355,8.4,82.6,1,0.8,2.5,0.2,47710,27032,18.8,35.3,19.9,24.6,8,12.1,71.1,10.2,3.1,5,4.7,5.9,20.2,167083,77.2,15.1,7.5,0.2,7.6
Langlade,WI,45.26271619,-89.07483625,19190,11165,7330,3704,0.657,0.332,1081,11,9709,9481,1.9,94.5,1,0.8,0.3,0,44122,25142,14.8,26.9,15.7,25.5,14.6,17.2,80.6,7.8,0.3,5.2,1.3,4.8,21.3,8872,80.4,12.5,6.7,0.4,6.7
Lanier,GA,31.0382857,-83.06472457,10388,3576,2509,1019,0.702,0.285,320,7,5208,5180,5.5,68.7,24.1,0,0.3,0,31109,17739,28.7,29.2,16.3,31.6,11.2,11.7,89.8,2.2,0.1,3.7,1.7,2.6,24.1,3551,70.4,20.1,9.5,0,10.6
Lapeer,MI,43.09052506,-83.22153148,88205,52639,35480,16368,0.674,0.311,993,38,44663,43542,4.6,92,1.3,0.3,0.5,0,56186,26650,9.7,29.5,16.4,21.8,12.4,20,86.7,8,0.5,1.3,0.6,2.9,34.7,38577,85.7,8.7,5.3,0.2,7.4
Laramie,WY,41.3070252,-104.6887497,97031,44982,27891,15217,0.62,0.338,1860,6,49218,47813,14.3,79.1,2.6,0.8,1.1,0.1,62879,31554,10.4,37.1,16.4,23.3,11.8,11.4,81.8,9.7,0.6,2.6,1.5,3.8,15.8,47243,68.2,26.2,5.3,0.3,5.3
Larimer,CO,40.66671597,-105.4625784,330976,223653,91197,125765,0.408,0.562,4555,57,164920,166056,11.2,83.2,0.9,0.5,2,0.1,64980,34087,12.4,43.4,17.4,22.5,8.1,8.6,75,8.8,1.3,2.5,4.8,7.5,22.8,172754,77.1,16.4,6.3,0.2,5.3
Larue,KY,37.54567114,-85.70138352,14102,7301,5685,1504,0.779,0.206,322,1,6976,7126,3.2,91.6,3.6,0,0.3,0,41720,21879,15.8,23.3,13.9,18.3,15,29.5,78.9,14.9,0,1.7,0.3,4.1,26.7,6136,83.1,10.8,6,0.1,6.3
Las Animas,CO,37.3153406,-104.0376458,14151,7897,4255,3465,0.539,0.439,85,1,7323,6828,42.4,52.7,0.8,2.1,0.8,0,40586,24268,17,31.7,24.6,20.5,13.2,9.9,71.6,13.6,0.8,5.8,0.6,7.6,20.6,6050,63.5,26.2,10.1,0.2,7.8
Lassen,CA,40.67311306,-120.5935099,31470,11779,8798,2772,0.747,0.235,782,1,20786,10684,18.5,66.1,8.6,2.9,1.5,0.7,54083,20974,14.6,28.4,28.8,21,10.9,11,80.1,9.8,0.7,2.8,0.9,5.8,20.9,9052,43.6,47.7,8.2,0.4,7.5
Latah,ID,46.81587887,-116.7113698,38697,20521,9463,10199,0.461,0.497,982,1,19813,18884,4.2,89.4,0.7,0.8,2.6,0,43310,24166,22.5,43.8,17.4,20.6,9.1,9.1,66.6,11.9,0.7,13,3.7,4.1,19.4,19118,64.1,29.4,6.4,0.1,7.2
Latimer,OK,34.87844729,-95.25215049,10621,4249,3437,762,0.809,0.179,231,2,5387,5234,3.4,66.1,1.1,20,0.5,0,40539,24233,18.9,33,17.3,18.1,18.1,13.5,83.5,10.2,0.5,3.3,1,1.5,23.8,3863,65.2,26.8,7.5,0.5,7.4
Lauderdale,AL,34.90171875,-87.65624729,92590,44149,31578,11872,0.715,0.269,2743,43,44263,48327,2.5,84.9,9.8,0.4,0.7,0,44888,25803,16.3,31.2,18.6,24.4,10.6,15.2,88,7.7,0.2,1.7,0.7,1.8,24.1,39857,77.6,15.6,6.6,0.1,6.6
Lauderdale,MS,32.40419769,-88.66229662,78221,30811,17812,12668,0.578,0.411,2658,135,38002,40219,2.2,53.1,42.8,0.1,0.7,0,41340,23339,21.5,34,16.9,25.6,10.8,12.6,83,11.3,0,2.7,1.7,1.2,19.8,32021,77.6,17.3,4.6,0.5,7.2
Lauderdale,TN,35.75893438,-89.6301591,26497,8963,5672,3193,0.633,0.356,1515,18,13524,12973,2.4,60.9,33.6,0.6,0.4,0,35551,17178,23.1,24.2,21,21.1,9.2,24.4,89.5,6.3,0.5,1.5,0.9,1.3,23.7,9096,71.2,21.7,6.8,0.3,9.9
Laurel,KY,37.10975748,-84.11321779,59901,28097,23234,4474,0.827,0.159,1564,8,29162,30739,1.5,95.9,0.7,0.5,0.5,0,37235,20446,24.6,25.4,15.6,28.6,9,21.4,86.2,8.8,0.1,1.2,1,2.8,20.1,22550,79.5,14.9,5.4,0.2,9.9
Laurens,GA,32.46325233,-82.92221316,47451,22729,14493,8073,0.638,0.355,2038,89,22542,24909,2.6,58.2,36.7,0.1,1.1,0,35202,20687,27.3,31.2,19.1,22.8,9.9,17.1,85.8,9.4,0.2,1.7,1.1,1.7,23,17192,73.9,20.1,5.8,0.2,5.1
Laurens,SC,34.48244419,-82.00490796,66508,30488,20004,10159,0.656,0.333,1973,62,32342,34166,4.5,68.1,25,0.1,0.3,0.1,40580,20748,20.7,25.8,19.4,20.5,9.6,24.7,82.2,12.9,0.3,1.5,0.9,2.1,24.3,28011,82.1,12.8,4.9,0.1,7.9
Lavaca,TX,29.38508402,-96.93186692,19859,10195,8802,1333,0.863,0.131,1177,39,9596,10263,18.1,74.3,6.6,0,0.4,0,51708,29946,10.5,32.8,14.4,20.4,14.1,18.3,83.3,10.8,0.2,1.6,0.8,3.2,28,8843,74.7,15.3,9.9,0.1,2.9
Lawrence,AL,34.52041498,-87.31069453,33288,15957,12266,3544,0.769,0.222,941,33,16164,17124,2.1,76.6,11.4,5.2,0.1,0,43779,22419,16.6,23.6,15.4,18.4,15,27.5,86.6,9.3,0.1,0.9,0.5,2.5,28,12476,80.6,14.2,4.8,0.4,7.2
Lawrence,AR,36.04188196,-91.10867198,16777,5857,4569,1080,0.78,0.184,884,21,8285,8492,1.3,95.8,0.9,0.5,0.1,0,37603,19422,18.4,27.9,18.4,23,12.9,17.9,84,10.4,0.2,3,1.2,1.2,26.1,6448,73.2,19.6,7,0.2,8.2
Lawrence,IL,38.71987914,-87.72884035,16457,6379,4849,1414,0.76,0.222,379,8,9034,7423,3.8,84.6,8.6,0.3,0.4,0,44504,21072,16.4,30.8,21.9,17.7,10.2,19.4,80.9,9.9,0.3,2.7,1.2,5,19,6361,78.6,11.7,9.4,0.2,5.4
Lawrence,IN,38.84112637,-86.48361629,45669,21071,15601,4961,0.74,0.235,1097,39,22621,23048,1.6,95.9,0.3,0.4,0.4,0,49985,25036,11.5,29.9,18,24.3,9.9,17.9,86.2,9,0.1,1.2,0.6,2.9,23.6,20577,78.3,16.4,5.2,0,5.2
Lawrence,KY,38.07136018,-82.72882223,15844,6955,5633,1238,0.81,0.178,175,0,7900,7944,0.9,97.2,0.4,0,0.4,0,32703,18885,24.5,26.2,15.7,28.1,12.8,17.2,82.2,9.7,0.3,0.9,3.5,3.5,31.8,5065,79.2,15.7,5,0,7.8
Lawrence,MO,37.10626634,-93.83293097,38131,17930,14421,3214,0.804,0.179,1193,24,19072,19059,7.2,89.7,0.6,0.5,0.5,0,41673,21022,17.1,27.7,21.2,19.6,10.2,21.2,78.1,12.2,0.1,1.8,2.7,5.1,22.2,16701,79.6,11.4,8.6,0.4,6.2
Lawrence,MS,31.55147224,-90.10841127,12659,6564,4254,2240,0.648,0.341,571,14,6150,6509,0.5,65.4,33.2,0,0,0,40432,21826,19.8,28.3,12,20.6,20,19.1,86.2,6.4,0.5,0.9,1.4,4.6,35.5,4722,81.2,12.7,6.1,0,9.3
Lawrence,OH,38.59743452,-82.53466552,61057,27427,19759,7353,0.72,0.268,1103,28,29977,31080,0.9,94.9,1.9,0,0.5,0,45466,22844,18.6,29.5,19.6,24.7,7.5,18.8,87.7,7.5,0.3,1.5,1.3,1.8,23.5,24607,83.7,13.2,3.1,0,6.5
Lawrence,PA,40.99206278,-80.33393706,88231,45558,29290,15772,0.643,0.346,957,35,42663,45568,1.3,92,3.5,0.1,0.5,0,47188,26918,14,30.6,18.5,23.6,9.8,17.4,84,8.8,0.8,2.2,1,3.2,22.9,39309,84.3,10,5.5,0.2,6.5
Lawrence,SD,44.35919441,-103.7929428,25018,13828,8753,4537,0.633,0.328,1061,6,12441,12577,3.2,91.4,0.9,2.2,0.9,0.2,49275,28606,12.4,31.3,22.9,23,13.2,9.6,72.5,13.2,0.5,8.9,1,3.9,17.1,13067,77,17.3,5.6,0.1,3.1
Lawrence,TN,35.21675201,-87.39787695,42591,18718,15334,3195,0.819,0.171,1746,20,20989,21602,2,94,1.9,0.2,0.4,0,41522,19879,18.3,25.7,15.8,19.2,13.6,25.7,85.4,9.6,0.2,1.4,1.4,2,27.7,16277,77.1,14.9,7.8,0.2,8.8
Le Flore,OK,34.89851864,-94.70392124,49860,18805,15213,3299,0.809,0.175,1749,24,25028,24832,6.8,71.9,2.3,10.1,0.4,0.1,39253,20264,22.2,26,19.4,20.8,16.1,17.7,85.7,9.3,0.1,1.5,1.1,2.3,24.2,18689,74.3,18.9,6.4,0.4,6.9
Le Sueur,MN,44.37136597,-93.72844721,27810,16775,10775,5671,0.642,0.338,702,6,14086,13724,5.7,91.7,0.8,0.2,0.4,0,65500,31135,8.8,31.9,14.9,20,13.7,19.4,82.3,9.2,0.4,2.8,0.6,4.7,25.8,14665,80.2,12.8,6.8,0.2,3.9
Lea,NM,32.79215361,-103.4123733,69505,20918,16531,4061,0.79,0.194,2217,30,35804,33701,56.8,37.2,3.6,0.7,0,0,59285,24507,16.1,25,15.2,21.9,20.1,17.7,84.1,10.9,0.4,1.5,0.9,2.1,20.4,28672,79.2,15.4,5.4,0.1,6.2
Leake,MS,32.7536828,-89.52402044,22936,8407,4973,3358,0.592,0.399,1181,42,11534,11402,4.4,47.4,41.9,5.8,0.2,0,35578,18825,25.1,24.2,20.5,20.3,14.9,20.1,78.1,17.8,0.3,1.3,0.8,1.7,29.7,8855,75.7,18.5,5.8,0,9.2
Leavenworth,KS,39.20183497,-95.03620809,79359,36115,21378,13753,0.592,0.381,2603,18,42581,36778,6.8,79.2,8.4,0.4,1.5,0,70022,30170,9,37.8,19,21.7,10.2,11.4,81.4,11,0.3,2.1,1.8,3.3,22.6,34678,70.8,25.5,3.7,0,4.2
Lebanon,PA,40.36680311,-76.45651841,137616,70890,46267,23646,0.653,0.334,3215,67,67390,70226,12.2,83.4,1.8,0.1,1.3,0,57698,27916,10.5,30.1,18.4,24,9.5,18,81.1,9,0.7,4.3,1,4,23.1,65970,82.4,11.1,6.3,0.2,5.8
Lee,AL,32.60154883,-85.35132246,156597,70980,42019,27600,0.592,0.389,6715,65,77172,79425,3.7,67.6,22.9,0.1,3.8,0,47564,26170,22,41,16.6,22.7,7.1,12.6,84.7,8.1,0.8,1.9,1,3.5,22.2,71677,77.1,18.3,4.4,0.2,5.7
Lee,AR,34.78498904,-90.78383866,9614,2848,1286,1423,0.452,0.5,1113,18,5455,4159,1.4,40.7,56.9,0.1,0.1,0,27901,15610,27.3,20.8,23.9,18.5,16.2,20.7,78.5,15.6,0,2.3,2,1.6,20.8,2842,66.9,23,10.1,0,15.3
Lee,FL,26.58410348,-81.88399313,700165,393854,233242,157672,0.592,0.4,23685,518,342731,357434,20.2,68.4,8.2,0.2,1.5,0,52052,30233,14.9,30.4,21.7,27.7,11.8,8.3,79.9,9.7,0.8,1,2.9,5.6,27.2,287128,83.2,10.3,6.2,0.2,7.1
Lee,GA,31.7793306,-84.14324253,29216,16714,12007,4558,0.718,0.273,756,30,14524,14692,2.7,72.8,19.5,0,2.5,0.1,65018,28061,11.6,39.9,11.6,25,11.3,12.2,87.6,7.9,0,0.2,0.3,4,20.5,13503,70.1,24.1,5.6,0.3,7.1
Lee,IA,40.64181461,-91.48183025,34785,16721,9763,6539,0.584,0.391,1093,13,17553,17232,3.5,91,2.5,0.1,0.6,0,48266,24408,16.3,24.9,20,20.1,11.1,23.9,84.8,6.8,0.5,2.3,2.5,3.1,17.5,16022,78.3,14.8,6.5,0.3,7.6
Lee,IL,41.74583951,-89.29977132,34670,16351,9584,6368,0.586,0.389,926,2,18375,16295,5.9,86.7,5.2,0.2,0.7,0.1,58319,28179,11.8,31.5,17.8,22.9,9.9,17.9,83.8,8.5,0.5,1.9,1.2,4.2,21.5,15386,77.8,14,7.9,0.3,5.9
Lee,KY,37.59645942,-83.71513901,6717,2659,2159,459,0.812,0.173,189,7,3375,3342,0.8,96.8,1.3,0.3,0.3,0,23297,16489,32.7,29.9,12.4,21.7,13.5,22.5,81,9.4,0,3.5,5.6,0.5,32.1,1713,66.7,25.3,7.6,0.4,10.3
Lee,MS,34.2918775,-88.68149954,84840,31762,21297,9910,0.671,0.312,3743,83,40635,44205,2.6,66.4,28.9,0.2,0.8,0,45985,23968,17.3,31,15.4,25.1,7.5,21,87.7,8.1,0.3,1.1,0.8,2.1,19.9,38185,83.2,12.1,4.7,0.1,6.3
Lee,NC,35.47623147,-79.17569362,59805,28851,16388,12076,0.568,0.419,2157,20,29055,30750,19.3,58.2,18.9,0.7,1,0,49272,23613,17.5,29.9,17.1,21,11.4,20.5,84.4,11.1,0.3,0.9,0.5,2.7,24.7,26983,79.2,16,4.5,0.3,7.4
Lee,SC,34.16393091,-80.25690731,17897,8431,3008,5329,0.357,0.632,795,36,9246,8651,2.3,32.6,62.6,0.4,0,0,31963,16972,26.4,23.4,16.5,25.7,7.5,26.9,85.8,7.7,0.4,2.1,2,2,26.8,6005,79.5,14.2,6.1,0.2,9
Lee,TX,30.31120597,-96.97045773,16850,8075,6248,1745,0.774,0.216,245,15,8476,8374,23.2,63.7,11,0,0.9,0,55741,26740,13.8,26.5,22.6,23.1,13.1,14.7,76.8,13.9,0,1.6,1.1,6.6,25.7,7894,72.2,15.7,11.7,0.4,4.5
Lee,VA,36.70586667,-83.12606515,24428,9932,8365,1489,0.842,0.15,579,10,12792,11636,2,92.8,4.4,0.3,0.1,0,32590,18514,26.2,29.6,20.1,21.2,13.4,15.8,86.6,8.6,0.2,1.7,0.8,2.1,29.8,7559,71.8,22.2,5.4,0.6,11.4
Leelanau,MI,44.94430054,-85.80150326,21564,16930,7915,8793,0.468,0.519,163,2,10681,10883,4.2,90.2,0.5,2.5,0.7,0,62646,37061,7.7,35.9,18.3,23.8,12.4,9.5,74.1,11.3,0.9,2.7,2.2,8.9,22,9734,76.9,10.9,11.4,0.8,6.3
Leflore,MS,33.55545125,-90.29900733,30113,8178,2623,5444,0.321,0.666,1767,88,14013,16100,2.6,22.9,73.2,0,0.7,0,25210,15403,40.3,28.1,21,23,8.9,19,87.3,7,0.9,2.2,0.2,2.5,15.5,9106,74.4,18.5,6.9,0.2,12
Lehigh,PA,40.6154815,-75.59435245,360774,180284,82287,95889,0.456,0.532,6863,366,176067,184707,22.8,66.5,5.4,0.1,3.3,0,60116,30988,13.3,35.1,16.6,24.7,7.1,16.6,80.6,9.6,2.1,2.3,0.9,4.5,24.7,174705,87.9,7.8,4.2,0.1,7
Lemhi,ID,44.9438088,-113.9309747,7755,4738,3592,1032,0.758,0.218,290,1,3906,3849,3.2,93.3,0.2,0.6,0.2,0,36031,22489,17.1,30.7,16.6,26.6,14.5,11.6,72,12.6,0.1,4.9,3.3,7.1,16,3109,65.1,20.9,13.5,0.5,4.4
Lenawee,MI,41.89475156,-84.06603727,98585,53448,31539,20916,0.59,0.391,1223,20,49929,48656,7.8,87,2.4,0.3,0.3,0.1,51339,25649,13.7,28.4,18.5,23.4,9.8,19.8,83,9.9,0.3,2.7,1,3.1,26.8,44355,82.5,12,5.4,0.1,5.9
Lenoir,NC,35.2403259,-77.64245615,57934,28177,14500,13494,0.515,0.479,1538,41,27701,30233,7.5,49.7,38.7,0.4,0.6,0,37515,21594,22.3,28,21.8,20.1,11.5,18.6,78.4,16.4,0.2,2.5,0.9,1.6,22.2,23873,74.8,18.5,6.4,0.2,11.6
Leon,FL,30.45955727,-84.27491114,285890,162895,57446,103492,0.353,0.635,12430,118,135980,149910,6.1,57.2,30.7,0.2,3.3,0,49941,28548,20.5,45.1,18.2,26.4,5.2,5.1,80.7,9.4,1.6,2.4,2,3.9,20.8,143570,64.8,31.3,3.8,0.1,8.8
Leon,TX,31.29872538,-95.9936328,16966,8672,7522,1072,0.867,0.124,372,12,8485,8481,14.2,76.5,7.2,0.6,0.7,0.2,44875,27096,16.3,26.9,18.8,18.3,19.3,16.7,76.3,9.8,0,4.1,4.9,5,28.3,6574,68.6,16,15,0.4,7.1
Leslie,KY,37.09246661,-83.37999606,10648,4814,4318,446,0.897,0.093,139,1,5325,5323,0.6,97.8,0.1,0,0.4,0,27861,15112,34.5,29.3,21,19.5,14.5,15.8,85.9,9,1.8,1.9,0.6,0.9,32.6,2774,69.5,26.2,4.3,0,14.6
Letcher,KY,37.12306748,-82.85346474,23011,9135,7226,1799,0.791,0.197,323,2,11267,11744,0.7,97.7,0.3,0.2,0.2,0,30293,18085,30.5,35.3,15.9,22.1,13.5,13.2,84.1,9.1,0.7,1.6,0.7,3.8,25.6,7058,75.3,19.8,4.6,0.3,12.2
Levy,FL,29.31829741,-82.74007147,39713,23180,16746,6203,0.722,0.268,1159,12,19415,20298,8,80.3,8.7,0.2,0.6,0,36554,21043,21.9,23.3,23.7,24.4,16.9,11.6,80.6,10.9,0,1.5,1.1,5.9,30,14623,72.3,18,9.5,0.2,8.5
Lewis,ID,46.23315327,-116.434146,3824,1870,1489,349,0.796,0.187,85,3,1918,1906,4.3,85.6,0.1,6.8,0.8,0,40313,23285,15.3,31.6,20.8,18.6,14.4,14.6,72.5,10,0.1,8.5,2.5,6.3,22.7,1524,61.8,26.5,11,0.7,5.9
Lewis,KY,38.53184419,-83.37735618,13565,5883,4986,823,0.848,0.14,330,17,6748,6817,0.2,97.9,0.4,0.8,0.1,0,32054,19346,26.1,28,18,14.6,15.6,23.8,81,10.8,0.2,0.9,2.1,5.1,32.4,4561,73.1,14.2,12.8,0,7
Lewis,MO,40.09673161,-91.72070156,10078,4607,3541,984,0.769,0.214,226,2,5081,4997,1.7,92.8,2.9,0.6,0.2,0.1,47148,22083,15.2,23.6,20,19.8,13,23.5,74.8,10.7,0.5,4.1,1.2,8.7,25.3,4814,81.2,10.7,8,0.1,2.9
Lewis,NY,43.7844157,-75.44903992,26845,10878,7931,2768,0.729,0.254,148,0,13525,13320,1.7,95.8,0.7,0.2,0.4,0.1,51475,25779,14.2,31,16.9,18,18.4,15.8,79.4,9.1,0.3,5.4,1.1,4.7,24.5,11838,66.2,23.1,10.1,0.6,7.6
Lewis,TN,35.52853208,-87.49022694,11944,5604,4473,1068,0.798,0.191,481,6,5864,6080,2.2,93.5,1.2,0,2.7,0,37092,20099,22.1,27.3,17.4,23.1,11.6,20.6,72.6,17.6,0.6,1.2,3.5,4.5,26.2,4772,77.4,11.6,11,0,4
Lewis,WA,46.57756476,-122.3925769,76012,44935,29318,14462,0.652,0.322,757,12,37884,38128,9.8,84.2,0.5,0.6,1.2,0.1,46387,23853,16,26.4,19.9,23.8,12.3,17.6,78.2,12.6,0.7,2.5,0.7,5.2,27.1,29789,74.3,18.6,6.8,0.3,8.8
Lewis,WV,38.9947249,-80.49988181,16371,7457,5782,1538,0.775,0.206,110,2,8198,8173,1.3,96.6,0.2,0.4,0.4,0,39793,21513,19.8,24.3,19.2,25.3,16.4,14.8,83.4,8.5,0,1.9,3.8,2.5,28.2,6279,76.7,17.2,6,0,7.5
Lewis and Clark,MT,47.12610041,-112.394698,66290,42485,21409,19743,0.504,0.465,1097,6,32898,33392,3.1,91.7,0.3,1.8,0.6,0.1,60789,31252,11.4,45.2,16.3,22.8,8.6,7.2,77.5,9.8,0.4,4.4,2.1,5.9,16.4,34118,64.6,28.9,6.4,0.1,3.2
Lexington,SC,33.89665987,-81.27146426,281870,144568,92817,49301,0.642,0.341,9265,214,137467,144403,5.8,75.6,14.4,0.3,1.7,0.1,57482,29311,12.8,37,15,25.8,10.3,12,83.9,8.9,0.2,0.7,2.4,3.9,25.5,136891,76.9,17.9,5.1,0.1,6
Liberty,FL,30.23766008,-84.8829258,8347,3562,2846,693,0.799,0.195,539,11,5216,3131,4.9,74.9,18.2,0.4,0.4,0,36741,16937,17.8,24.8,27,21.6,12.9,13.7,76.4,9.8,5.6,0.4,4.6,3.2,33,2466,54.2,38.7,7.1,0,9.6
Liberty,GA,31.82588896,-81.49251135,62120,21326,7944,13051,0.373,0.612,1289,25,31466,30654,12.5,40.3,40,0.4,2.1,0.5,43493,20966,16.6,27.9,23,24.5,9.5,15.1,82.8,9.8,0.5,3.8,2,1.1,21.6,22406,62,33.6,4.1,0.3,11.9
Liberty,MT,48.56084317,-111.024307,2245,1083,821,249,0.758,0.23,35,0,1144,1101,0.9,98.6,0,0,0,0,46641,36525,13.9,33.3,24.8,14.3,23,4.6,47.6,7.3,0.8,34.9,0,9.4,10.7,1129,69.1,14.3,8.6,8,1.9
