,county,state,cases_per_capita_100k,deaths_per_capita_100k,pop_per_sq_mile_2010
3396,York,Maine,0.481600455,0.0,199.0
3421,Jackson,Michigan,0.630875024,0.0,228.4
3428,Otsego,Michigan,4.053834928000001,0.0,46.9
3439,Martin,Minnesota,10.16105269,0.0,29.3
3440,Nicollet,Minnesota,2.917663535,0.0,73.0
3451,Harrison,Mississippi,0.480584391,0.0,326.0
3453,Jackson,Mississippi,0.6962963990000001,0.0,193.2
3457,Boone,Missouri,0.55413021,0.0,237.3
3459,Cole,Missouri,1.303016483,0.0,193.0
3462,Jackson,Missouri,0.28449057,0.0,1115.3
3471,Knox,Nebraska,12.00192031,0.0,7.9
3472,Sarpy,Nebraska,0.5341994489999999,0.0,664.6
3484,Gloucester,New Jersey,0.6857863909999999,0.0,895.3
3495,Warren,New Jersey,0.9499653259999999,0.0,304.5
3500,Taos,New Mexico,3.055954527,0.0,15.0
3504,Clinton,New York,1.242467541,0.0,79.1
3518,Rensselaer,New York,0.630064141,0.0,244.4
3523,Sullivan,New York,1.325697317,0.0,80.1
3528,Wyoming,New York,2.508843674,0.0,71.1
3536,Iredell,North Carolina,0.5500368520000001,0.0,277.8
3540,Sampson,North Carolina,1.574034723,0.0,67.1
3545,Burleigh,North Dakota,2.091481396,0.0,49.8
3546,Cass,North Dakota,0.549683108,0.0,84.9
3550,Coshocton,Ohio,5.4644808739999995,0.0,65.4
3552,Darke,Ohio,1.956449436,0.0,88.5
3555,Lake,Ohio,0.43450112799999996,0.0,1011.2
3558,Mahoning,Ohio,0.43728655,0.0,580.2
3569,Pawnee,Oklahoma,6.106497312999999,0.0,29.2
3578,Lane,Oregon,0.523468397,0.26173419800000003,77.2
3587,Beaver,Pennsylvania,0.610020192,0.0,392.3
3603,Calhoun,South Carolina,6.871435442999999,0.0,39.8
3611,Richland,South Carolina,0.24052395699999998,0.0,507.9
3613,York,South Carolina,0.35589848399999996,0.0,332.2
3634,Brazos,Texas,0.436279236,0.0,332.8
3638,Ellis,Texas,1.0820988390000001,0.0,159.9
3645,Lubbock,Texas,0.643979277,0.0,311.3
3667,Goochland,Virginia,4.209994527,0.0,77.2
3669,Henrico,Virginia,0.604562025,0.0,1313.4
3678,Charlottesville city,Virginia,2.115685694,0.0,4246.4
3681,Williamsburg city,Virginia,6.687174000000001,0.0,1559.3
3685,Franklin,Washington,1.05017748,0.0,62.9
3696,Mason,Washington,1.49772346,0.0,63.3
3705,Jefferson,West Virginia,1.749903755,0.0,255.2
3708,Kenosha,Wisconsin,2.3590330319999997,0.0,611.9
3718,Laramie,Wyoming,2.010050251,0.0,34.2
3719,Park,Wyoming,3.425361376,0.0,4.1
3722,Calhoun,Alabama,0.880242947,0.0,195.7
3731,Talladega,Alabama,1.250343845,0.0,111.7
3735,Kenai Peninsula Borough,Alaska,1.70334537,0.0,3.4
3737,Coconino,Arizona,0.69698068,0.0,7.2
3743,Bradley,Arkansas,9.291089845,0.0,17.7
3747,Faulkner,Arkansas,0.7936067040000001,0.0,174.8
3753,Washington,Arkansas,0.418082923,0.0,215.6
3762,Mendocino,California,1.15275104,0.0,25.1
3805,Yuma,Colorado,9.981036032,0.0,4.2
3809,Middlesex,Connecticut,0.6156270779999999,0.0,448.6
3811,Kent,Delaware,1.65942053,0.0,276.9
3828,Leon,Florida,0.34062033799999997,0.0,413.1
3843,Sumter,Florida,0.755172935,0.0,170.8
3845,Walton,Florida,1.350056027,0.0,53.0
3852,Columbia,Georgia,0.638105083,0.0,427.6
3864,Houston,Georgia,0.633460659,0.0,372.5
3881,Twin Falls,Idaho,1.1510393890000001,0.0,40.2
3886,Jackson,Illinois,1.762114537,0.0,103.1
3888,Kankakee,Illinois,0.910232838,0.0,167.7
3889,Kendall,Illinois,2.325761687,0.0,358.2
3891,LaSalle,Illinois,0.9202256390000001,0.0,100.4
3893,Madison,Illinois,0.380277298,0.0,376.3
3897,Washington,Illinois,7.200979332999999,0.0,26.2
3900,Williamson,Illinois,1.50156914,0.0,157.9
3906,Clark,Indiana,0.845294247,0.0,295.6
3907,Fayette,Indiana,4.328629556,0.0,112.9
3913,Jennings,Indiana,3.605552551,0.0,75.7
3917,Madison,Indiana,0.771789548,0.0,291.3
3931,Washington,Iowa,4.552697473,0.0,38.2
3932,Winneshiek,Iowa,5.002251013,0.0,30.5
3938,Leavenworth,Kansas,2.4462437930000003,0.0,164.7
3943,Franklin,Kentucky,1.961130396,0.0,237.2
3946,Kenton,Kentucky,0.598809567,0.0,996.7
3950,Warren,Kentucky,0.752468095,0.0,210.1
3969,Penobscot,Maine,0.657254778,0.0,45.3
3986,Franklin,Massachusetts,1.424907381,0.0,102.1
4019,Rice,Minnesota,1.4931613209999999,0.0,129.4
4024,Bolivar,Mississippi,6.529972573999999,0.0,39.0
4025,Coahoma,Mississippi,9.039956607999999,0.0,47.3
4027,DeSoto,Mississippi,0.54070129,0.0,338.7
4034,Madison,Mississippi,0.9409816320000001,0.0,133.2
4037,Perry,Mississippi,8.352125616,0.0,18.9
4044,St. Charles,Missouri,0.248742606,0.0,643.2
4046,St. Louis city,Missouri,0.33269456,0.0,5157.5
4052,Adams,Nebraska,3.1884704910000004,0.0,55.7
4056,Lincoln,Nebraska,2.864180558,0.0,14.2
4061,Belknap,New Hampshire,3.262483076,0.0,150.1
4065,Merrimack,New Hampshire,0.660541247,0.0,156.8
4067,Atlantic,New Jersey,1.137785869,0.0,494.1
4092,Chenango,New York,2.118329909,0.0,56.5
4097,Essex,New York,2.711129185,0.0,21.9
4099,Hamilton,New York,22.64492754,0.0,2.8
4101,Jefferson,New York,0.910464883,0.0,91.6
4102,Livingston,New York,1.589471342,0.0,103.5
4120,Warren,New York,1.563868385,0.0,75.8
4121,Washington,New York,1.633880139,0.0,76.1
4130,Gaston,North Carolina,0.44537676600000004,0.0,578.8
4131,Guilford,North Carolina,0.186159419,0.0,756.4
4133,Hoke,North Carolina,1.8104790530000001,0.0,120.2
4136,Lincoln,North Carolina,1.1612918209999998,0.0,262.7
4138,Moore,North Carolina,0.9912767640000001,0.0,126.5
4139,New Hanover,North Carolina,0.42648833799999997,0.0,1058.1
4148,Morton,North Dakota,6.376737661,0.0,14.3
4150,Ashland,Ohio,1.8697180469999999,0.0,125.6
4153,Clark,Ohio,0.745806702,0.0,348.0
4157,Delaware,Ohio,0.478064032,0.0,393.2
4160,Huron,Ohio,1.716266777,0.0,121.3
4166,Miami,Ohio,0.934693,0.0,252.1
4193,Adams,Pennsylvania,0.97078896,0.0,195.5
4196,Berks,Pennsylvania,0.23743719800000002,0.0,480.4
4201,Lackawanna,Pennsylvania,0.9538617090000001,0.0,467.1
4211,York,Pennsylvania,0.44537676600000004,0.0,481.1
4221,Lee,South Carolina,5.942476824,0.0,46.9
4233,Cheatham,Tennessee,2.458996238,0.0,129.3
4238,Robertson,Tennessee,1.392505535,0.0,139.2
4243,Sumner,Tennessee,1.045571222,0.0,303.4
4260,Lavaca,Texas,4.961794185,0.0,19.9
4262,McLennan,Texas,1.948383426,0.0,226.5
4264,Medina,Texas,1.9385856080000001,0.0,34.7
4266,Rusk,Texas,1.83803257,0.0,57.7
4270,Webb,Texas,0.361464945,0.0,74.5
4271,Wichita,Texas,0.756258035,0.0,209.5
4272,Williamson,Texas,0.677333541,0.0,378.0
4273,Box Elder,Utah,1.7842486530000001,0.0,8.7
4274,Cache,Utah,1.558980115,0.0,96.7
4289,Charles City,Virginia,14.36162574,0.0,39.7
4305,Richmond city,Virginia,1.735839886,0.0,3414.7
4308,Benton,Washington,0.489260727,0.489260727,103.0
4333,Mercer,West Virginia,1.701895912,0.0,148.6
4334,Brown,Wisconsin,0.378011809,0.0,468.2
4338,La Crosse,Wisconsin,0.847342733,0.0,253.8
4344,Washington,Wisconsin,1.47022068,0.0,306.2
4352,Teton,Wyoming,4.261847937,0.0,5.3
4355,Chambers,Alabama,3.0071570339999996,0.0,57.4
4361,Mobile,Alabama,0.24200769600000002,0.0,335.9
4367,Walker,Alabama,1.574282521,0.0,84.7
4378,Santa Cruz,Arizona,2.150630135,0.0,38.3
4379,Yavapai,Arizona,0.42535272399999996,0.0,26.0
4380,Benton,Arkansas,0.358241892,0.0,261.2
4381,Boone,Arkansas,2.671511007,0.0,62.5
4383,Clark,Arkansas,4.480286738,0.0,26.6
4386,Craighead,Arkansas,0.906355364,0.0,136.4
4387,Crittenden,Arkansas,2.085288291,0.0,83.5
4391,Grant,Arkansas,5.474952094,0.0,28.3
4392,Greene,Arkansas,2.206287921,0.0,72.9
4393,Independence,Arkansas,2.643754131,0.0,48.0
4396,Poinsett,Arkansas,4.250255015,0.0,32.4
4397,Polk,Arkansas,5.009016228999999,0.0,24.1
4398,Pope,Arkansas,1.560744163,0.0,76.0
4401,Searcy,Arkansas,12.68874508,0.0,12.3
4402,Sebastian,Arkansas,0.782307337,0.0,236.4
4403,Sevier,Arkansas,5.879931793,0.0,30.2
4404,Van Buren,Arkansas,6.044122091,0.0,24.4
4443,Crowley,Colorado,16.49892757,16.49892757,7.4
4449,Grand,Colorado,6.355662896,0.0,8.0
4454,Morgan,Colorado,3.440209165,0.0,22.0
4466,Tolland,Connecticut,2.653910205,0.0,372.2
4467,Windham,Connecticut,0.856296347,0.0,230.9
4482,Hernando,Florida,2.062706271,0.0,365.6
4484,Indian River,Florida,0.625300926,0.0,274.5
4485,Jackson,Florida,2.154522342,0.0,54.2
4490,Martin,Florida,0.621118012,0.0,269.2
4508,Bibb,Georgia,0.65291625,0.0,622.8
4518,Early,Georgia,19.62708538,9.813542689,21.5
4519,Effingham,Georgia,1.5553067059999999,0.0,109.4
4524,Glynn,Georgia,2.344885804,0.0,189.7
4530,Laurens,Georgia,4.2064526980000005,0.0,60.0
4535,Peach,Georgia,3.6302911489999996,0.0,184.3
4538,Rockdale,Georgia,1.1001584229999999,0.0,656.5
4588,Owen,Indiana,4.807923458,0.0,56.0
4590,Tippecanoe,Indiana,0.510902663,0.0,345.7
4591,Wayne,Indiana,1.517819197,0.0,171.5
4598,Dubuque,Iowa,1.027633053,0.0,154.0
4601,Muscatine,Iowa,2.343896494,0.0,97.7
4607,Cherokee,Kansas,5.015296655,0.0,36.8
4613,Linn,Kansas,10.3060909,0.0,16.3
4614,Morris,Kansas,35.58718861,0.0,8.5
4615,Sedgwick,Kansas,0.193782677,0.0,499.6
4618,Christian,Kentucky,1.419224819,0.0,103.1
4620,Daviess,Kentucky,0.9851149140000001,0.0,210.9
4624,Henderson,Kentucky,2.211900022,0.0,105.9
4630,Pulaski,Kentucky,1.5389587409999999,0.0,95.8
4631,Scott,Kentucky,1.754262859,0.0,167.4
4634,Assumption,Louisiana,4.568087342,0.0,69.2
4637,Calcasieu,Louisiana,0.491555084,0.0,181.2
4639,Iberia,Louisiana,1.4320492619999998,0.0,127.6
4640,Iberville,Louisiana,3.075882009,0.0,54.0
4642,Lafayette,Louisiana,1.227546135,0.0,824.6
4644,Livingston,Louisiana,0.710282764,0.0,197.5
4646,Plaquemines,Louisiana,4.310902272,0.0,29.5
4649,St. James,Louisiana,4.740235116,4.740235116,91.5
4651,St. Landry,Louisiana,2.435341678,0.0,90.3
4655,Webster,Louisiana,2.608242045,0.0,69.5
4656,West Baton Rouge,Louisiana,7.557150954,0.0,123.6
4666,Calvert,Maryland,1.080788976,0.0,416.3
4675,Wicomico,Maryland,0.9651671190000001,0.0,263.7
4683,Hampshire,Massachusetts,0.621774545,0.0,299.8
4691,Clinton,Michigan,1.256360324,0.0,133.1
4692,Eaton,Michigan,1.8137628319999999,0.0,187.3
4693,Genesee,Michigan,0.246418917,0.0,668.5
4698,Livingston,Michigan,1.562540691,0.0,320.2
4700,Midland,Michigan,1.202559046,0.0,162.0
4716,Mower,Minnesota,2.496130997,0.0,55.1
4722,Scott,Minnesota,0.671082389,0.0,364.5
4735,Holmes,Mississippi,5.878894767999999,0.0,25.4
4737,Jones,Mississippi,1.4684719080000002,0.0,97.5
4743,Scott,Mississippi,3.55568198,0.0,46.4
4744,Walthall,Mississippi,6.999860002999999,0.0,38.2
4745,Wilkinson,Mississippi,11.58748552,0.0,14.6
4746,Winston,Mississippi,5.569479254,0.0,31.6
4747,Yazoo,Mississippi,3.36813742,0.0,30.4
4757,Broadwater,Montana,16.03334937,0.0,4.7
4758,Flathead,Montana,0.963335453,0.0,17.9
4761,Madison,Montana,11.62790698,0.0,2.1
4763,Roosevelt,Montana,9.087604507,0.0,4.4
4771,Nemaha,Nebraska,14.34308663,0.0,17.8
4774,Elko,Nevada,1.894728864,0.0,2.8
4787,Cape May,New Jersey,1.086495942,0.0,386.9
4799,Sussex,New Jersey,1.423609134,0.0,287.6
4804,San Miguel,New Mexico,3.666092312,0.0,6.2
4834,Schoharie,New York,3.225910513,0.0,52.7
4842,Wayne,New York,1.11212438,0.0,155.3
4881,Hamilton,Ohio,0.244656398,0.0,1976.7
4889,Montgomery,Ohio,0.18808058100000002,0.0,1159.5
4890,Richland,Ohio,0.825395777,0.0,251.3
4897,Custer,Oklahoma,3.447919181,0.0,27.8
4898,Grady,Oklahoma,1.791023391,0.0,47.6
4901,Logan,Oklahoma,2.0828560119999997,0.0,56.3
4902,McClain,Oklahoma,2.470721945,0.0,60.5
4907,Washington,Oklahoma,1.9407301030000002,0.0,122.7
4931,Lancaster,Pennsylvania,0.366485623,0.0,550.4
4932,Lebanon,Pennsylvania,0.705253433,0.0,369.1
4942,Westmoreland,Pennsylvania,0.573231795,0.0,355.4
4944,Abbeville,South Carolina,4.0771394789999995,0.0,51.8
4949,Dorchester,South Carolina,0.614216659,0.0,238.2
4958,Saluda,South Carolina,4.884482001,0.0,43.9
4969,Cumberland,Tennessee,1.6523463319999998,0.0,82.3
4971,Dyer,Tennessee,2.6911380819999997,0.0,74.8
4975,Montgomery,Tennessee,0.478484925,0.0,319.6
4982,Washington,Tennessee,1.54589372,0.0,376.7
4984,Wilson,Tennessee,1.3825808640000001,0.0,199.7
4990,Cameron,Texas,0.23631555699999998,0.0,456.0
4992,Crane,Texas,20.84636231,0.0,5.6
4995,DeWitt,Texas,4.96031746,0.0,22.1
5003,Johnson,Texas,1.1375464259999999,0.0,208.3
5014,Van Zandt,Texas,1.76709666,0.0,62.4
5055,Clallam,Washington,1.293142466,0.0,41.1
5080,Monongalia,West Virginia,0.9468620990000001,0.0,267.1
5081,Tucker,West Virginia,29.24404153,0.0,17.0
5082,Bayfield,Wisconsin,6.650704975,0.0,10.2
5084,Calumet,Wisconsin,1.996446326,0.0,153.9
5085,Columbia,Wisconsin,6.952652437,0.0,74.2
5087,Eau Claire,Wisconsin,0.955602699,0.0,154.8
5093,Ozaukee,Wisconsin,3.3624370939999997,1.120812365,370.7
5096,Sauk,Wisconsin,1.551782999,0.0,74.6
5098,Walworth,Wisconsin,1.925520853,0.0,184.2
5111,Cullman,Alabama,1.193773279,0.0,109.4
5113,Jackson,Alabama,1.9370084840000001,0.0,49.4
5115,Lamar,Alabama,7.243752263999999,0.0,24.1
5116,Lauderdale,Alabama,1.078411284,0.0,138.8
5127,Washington,Alabama,6.125199069,0.0,16.3
5140,Yuma,Arizona,0.46775528899999996,0.0,35.5
5168,Amador,California,2.5155967,0.0,64.1
5172,Imperial,California,2.2073227930000003,0.0,41.8
5205,Broomfield,Colorado,1.419144256,0.0,1691.9
5219,Park,Colorado,5.306447334,0.0,7.4
5223,San Miguel,Colorado,12.22643355,0.0,5.7
5232,New London,Connecticut,0.377065376,0.0,412.2
5259,Monroe,Florida,1.3472005169999999,0.0,74.3
5277,Carroll,Georgia,11.6674445,0.0,221.5
5279,Chatham,Georgia,0.6910133709999999,0.0,621.7
5286,Dawson,Georgia,3.830243603,0.0,105.9
5289,Douglas,Georgia,0.683326158,0.0,661.8
5300,Heard,Georgia,8.387150885,0.0,40.0
5303,Lamar,Georgia,5.241914347,0.0,99.8
5306,Lincoln,Georgia,12.6246686,0.0,38.0
5308,Miller,Georgia,17.48863239,0.0,21.7
5309,Monroe,Georgia,3.6260787580000002,0.0,66.8
5310,Muscogee,Georgia,0.510806103,0.0,877.5
5312,Oconee,Georgia,2.4826216480000003,0.0,178.0
5315,Pickens,Georgia,6.136663496000001,0.0,126.8
5317,Randolph,Georgia,14.75361464,0.0,18.0
5320,Spalding,Georgia,2.998365891,0.0,326.1
5321,Sumter,Georgia,6.774149844,0.0,68.0
5322,Terrell,Georgia,23.44391044,0.0,27.8
5323,Tift,Georgia,2.460387757,0.0,154.9
5325,Turner,Georgia,12.52348153,0.0,31.3
5327,Worth,Georgia,9.878006617999999,0.0,38.0
5333,Bingham,Idaho,2.136250027,0.0,21.8
5335,Canyon,Idaho,0.43506824,0.0,321.6
5336,Kootenai,Idaho,1.810533685,0.0,111.3
5340,Adams,Illinois,1.528234125,0.0,78.5
5341,Christian,Illinois,3.095591877,0.0,49.1
5353,McLean,Illinois,2.332130343,0.0,143.3
5365,Allen,Indiana,0.263644249,0.0,540.6
5372,Grant,Indiana,1.520473171,0.0,169.2
5385,Shelby,Indiana,2.23568602,0.0,108.1
5387,Vanderburgh,Indiana,0.551112973,0.0,769.7
5388,Vigo,Indiana,0.93424765,0.0,267.4
5413,Reno,Kansas,1.6129552569999999,0.0,51.4
5414,Riley,Kansas,1.3471279230000002,0.0,116.6
5418,Calloway,Kentucky,2.56403682,0.0,96.6
5439,Catahoula,Louisiana,10.53296819,0.0,14.7
5440,De Soto,Louisiana,7.28252558,0.0,30.4
5450,Rapides,Louisiana,1.542638529,0.0,99.9
5457,Tangipahoa,Louisiana,0.742070972,0.0,153.0
5481,Worcester,Maryland,1.912923713,0.0,109.9
5519,Chisago,Minnesota,1.767440216,0.0,129.9
5520,Clay,Minnesota,1.557098813,0.0,56.4
5522,Fillmore,Minnesota,9.493520672,0.0,24.2
5536,Adams,Mississippi,3.258071873,0.0,69.8
5542,Franklin,Mississippi,12.96512382,0.0,14.4
5547,Humphreys,Mississippi,12.40079365,0.0,22.4
5550,Lafayette,Mississippi,1.8512005040000001,0.0,75.0
5551,Lawrence,Mississippi,7.9453360879999995,0.0,30.0
5552,Lee,Mississippi,1.170466782,0.0,184.3
5555,Marshall,Mississippi,2.833342778,0.0,52.6
5559,Pike,Mississippi,2.545306455,0.0,98.8
5560,Rankin,Mississippi,1.932105802,0.0,182.6
5562,Smith,Mississippi,6.282985675,0.0,25.9
5563,Tippah,Mississippi,13.62707245,0.0,48.6
5570,Christian,Missouri,2.257463739,0.0,137.6
5572,Dunklin,Missouri,3.432769215,0.0,59.1
5576,Pulaski,Missouri,1.900887715,0.0,95.5
5579,Scott,Missouri,2.612330199,0.0,93.3
5591,Buffalo,Nebraska,2.013733664,0.0,47.6
5595,Lancaster,Nebraska,0.31339120600000003,0.0,340.8
5601,Nye,Nevada,2.1494744530000003,0.0,2.4
5606,Cheshire,New Hampshire,1.3143195109999999,0.0,109.1
5616,Cumberland,New Jersey,0.668775539,0.0,324.4
5632,Doña Ana,New Mexico,0.458305644,0.0,55.0
5633,McKinley,New Mexico,1.401207841,0.0,13.1
5644,Columbia,New York,1.681774609,0.0,99.4
5649,Fulton,New York,1.8732555309999999,0.0,112.1
5650,Genesee,New York,1.7458100559999998,0.0,121.9
5660,Niagara,New York,1.4334793890000002,0.0,414.4
5661,Oneida,New York,0.8746189940000001,0.0,193.7
5683,Carteret,North Carolina,1.439408115,0.0,131.3
5686,Davidson,North Carolina,0.5966266729999999,0.0,294.7
5689,Franklin,North Carolina,5.7401162370000005,0.0,123.3
5701,Orange,North Carolina,2.02052857,0.0,336.2
5702,Pasquotank,North Carolina,2.511048614,0.0,179.2
5703,Pitt,North Carolina,0.553274834,0.0,257.9
5704,Rowan,North Carolina,0.703789201,0.0,270.7
5706,Stanly,North Carolina,1.592204566,0.0,153.3
5714,Pierce,North Dakota,25.157232699999998,0.0,4.3
5715,Ramsey,North Dakota,8.681309141,0.0,9.6
5718,Ashtabula,Ohio,1.028372806,0.0,144.6
5722,Columbiana,Ohio,0.981518016,0.0,202.7
5735,Marion,Ohio,1.5362635,0.0,164.7
5744,Union,Ohio,1.6952600530000002,0.0,121.1
5745,Warren,Ohio,0.8525076509999999,0.0,530.0
5749,Garvin,Oklahoma,3.608675255,0.0,34.4
5764,Grant,Oregon,13.89081817,0.0,1.6
5773,Union,Oregon,3.7264766160000002,0.0,12.6
5781,Centre,Pennsylvania,0.6158204270000001,0.0,138.7
5785,Erie,Pennsylvania,0.37074386,0.0,351.1
5786,Franklin,Pennsylvania,0.645048927,0.0,193.7
5797,Potter,Pennsylvania,6.05107104,0.0,16.1
5803,Aiken,South Carolina,0.585233391,0.0,149.5
5806,Berkeley,South Carolina,0.438775465,0.0,161.8
5809,Clarendon,South Carolina,2.963401985,0.0,57.6
5810,Darlington,South Carolina,1.5010958,0.0,122.4
5813,Florence,South Carolina,0.7231023990000001,0.7231023990000001,171.1
5820,Orangeburg,South Carolina,2.320858718,0.0,83.6
5821,Pickens,South Carolina,0.788121434,0.0,240.2
5825,Sumter,South Carolina,0.9370227040000001,0.0,161.6
5833,Anderson,Tennessee,1.299072462,0.0,222.8
5834,Blount,Tennessee,0.751382544,0.0,220.2
5835,Bradley,Tennessee,0.924983813,0.0,301.0
5840,Dickson,Tennessee,3.7072736710000003,0.0,101.4
5842,Greene,Tennessee,1.447827535,0.0,110.6
5843,Hamblen,Tennessee,1.5400252559999998,0.0,388.0
5847,Maury,Tennessee,1.037484308,0.0,132.0
5855,Tipton,Tennessee,1.6234029769999998,0.0,133.3
5864,Brown,Texas,2.641031059,0.0,40.3
5866,Cass,Texas,3.3304469460000004,0.0,32.5
5874,Fannin,Texas,2.8157909560000003,0.0,38.1
5880,Hockley,Texas,4.343859954,0.0,25.2
5892,Upshur,Texas,2.3950374819999998,0.0,67.4
5907,Addison,Vermont,2.719090736,0.0,48.0
5911,Rutland,Vermont,1.7184788030000002,0.0,66.3
5914,Accomack,Virginia,3.0944423810000004,0.0,73.8
5919,Gloucester,Virginia,2.677519546,0.0,169.2
5933,Newport News city,Virginia,0.557957874,0.0,2630.0
5934,Norfolk city,Virginia,0.41196002299999995,0.0,4486.4
5935,Portsmouth city,Virginia,1.0593444779999999,0.0,2838.8
5944,Cowlitz,Washington,1.8084327219999998,0.0,89.8
5958,San Juan,Washington,5.687635081,0.0,90.7
5962,Stevens,Washington,2.187083087,0.0,17.6
5967,Jackson,West Virginia,3.49944009,0.0,62.9
5969,Kanawha,West Virginia,0.561406661,0.0,214.1
5976,Chippewa,Wisconsin,1.546599029,0.0,61.9
5979,Douglas,Wisconsin,2.317497103,0.0,33.9
5980,Dunn,Wisconsin,2.2041967909999998,0.0,51.6
5983,Green,Wisconsin,2.705627706,0.0,63.1
5984,Jefferson,Wisconsin,1.1796765329999999,0.0,150.4
5987,Marathon,Wisconsin,0.736963122,0.0,86.8
5993,Rock,Wisconsin,0.61216744,0.0,223.3
5994,St. Croix,Wisconsin,2.205387762,0.0,116.8
6002,Campbell,Wyoming,2.157916316,0.0,9.6
6005,Natrona,Wyoming,1.252222695,0.0,14.1
6021,Marion,Alabama,3.365983372,0.0,41.5
6034,Apache,Arizona,4.173216298,0.0,6.4
6035,Cochise,Arizona,0.794142406,0.0,21.3
6073,Butte,California,0.456233519,0.0,134.4
6075,El Dorado,California,1.037113092,0.0,106.0
6102,Siskiyou,California,4.593582765,0.0,7.2
6109,Yuba,California,2.542329791,0.0,114.2
6114,Chaffee,Colorado,9.825112988999999,0.0,17.6
6120,Elbert,Colorado,11.22376445,0.0,12.5
6125,Hinsdale,Colorado,121.95121950000001,0.0,0.8
6129,Montrose,Colorado,2.338743627,0.0,18.4
6153,Bay,Florida,0.5723934629999999,0.0,222.6
6163,Highlands,Florida,0.941433427,0.0,97.2
6171,Marion,Florida,0.5470773760000001,0.0,209.1
6183,Putnam,Florida,1.341903624,0.0,102.2
6185,St. Lucie,Florida,0.304602235,0.0,485.7
6192,Baldwin,Georgia,4.4553352639999995,0.0,177.3
6226,Lumpkin,Georgia,2.9753049689999997,0.0,105.9
6264,DeKalb,Illinois,0.95331611,0.0,166.6
6289,Delaware,Indiana,0.87615543,0.87615543,300.1
6290,Elkhart,Indiana,0.484634658,0.0,426.5
6296,Hancock,Indiana,1.279295876,0.0,228.8
6297,Harrison,Indiana,2.468221646,0.0,81.2
6306,Miami,Indiana,2.8156323910000003,0.0,98.7
6314,Washington,Indiana,3.566842631,0.0,55.0
6323,Fayette,Iowa,5.0890585239999995,0.0,28.6
6325,Henry,Iowa,5.0115265110000005,0.0,46.4
6327,Linn,Iowa,1.32329978,0.0,294.6
6331,Story,Iowa,1.029685843,0.0,156.3
6347,Anderson,Kentucky,4.396184112,4.396184112,106.1
6360,Madison,Kentucky,1.075419145,0.0,189.6
6365,Spencer,Kentucky,5.167691592,0.0,91.4
6369,Avoyelles,Louisiana,2.491032284,0.0,50.5
6370,Beauregard,Louisiana,2.666880017,0.0,30.8
6371,Bienville,Louisiana,7.552299675,0.0,17.7
6376,Claiborne,Louisiana,6.381620932000001,0.0,22.8
6379,Evangeline,Louisiana,5.9889204970000005,0.0,51.3
6387,Ouachita,Louisiana,1.304810183,0.0,251.8
6395,St. Mary,Louisiana,2.026424576,0.0,98.4
6408,Sagadahoc,Maine,2.788933512,0.0,139.1
6413,Caroline,Maryland,2.9934742260000005,0.0,103.5
6421,Somerset,Maryland,3.9038101189999996,0.0,82.8
6423,Washington,Maryland,0.662036822,0.0,322.1
6435,Nantucket,Massachusetts,8.77269936,0.0,226.2
6440,Allegan,Michigan,0.846876297,0.0,135.0
6441,Barry,Michigan,1.62469537,0.0,107.0
6443,Berrien,Michigan,1.3037724659999999,0.0,276.2
6444,Calhoun,Michigan,0.7453842079999999,0.0,192.8
6446,Clare,Michigan,3.2310177710000003,0.0,54.8
6462,Saginaw,Michigan,0.524826938,0.0,250.2
6464,Tuscola,Michigan,1.9140587619999998,0.0,69.4
6467,Wexford,Michigan,2.973447117,0.0,57.9
6475,Dodge,Minnesota,4.776917933,0.0,45.7
6478,Jackson,Minnesota,10.15640869,0.0,14.6
6486,St. Louis,Minnesota,0.502335862,0.0,32.0
6489,Steele,Minnesota,5.457174821000001,0.0,85.1
6490,Wabasha,Minnesota,4.623849817,0.0,41.4
6495,Attala,Mississippi,5.502366017000001,0.0,26.6
6497,Clay,Mississippi,5.177055291,0.0,50.3
6503,George,Mississippi,4.081632653,0.0,47.2
6504,Grenada,Mississippi,4.81741979,0.0,51.9
6510,Itawamba,Mississippi,12.82599401,0.0,43.9
6515,Leake,Mississippi,4.388659703,0.0,40.8
6518,Lincoln,Mississippi,2.928000468,0.0,59.5
6519,Lowndes,Mississippi,6.826521034,0.0,118.3
6523,Panola,Mississippi,2.9246607389999997,0.0,50.7
6529,Simpson,Mississippi,3.7512191460000004,0.0,46.7
6532,Tunica,Mississippi,10.3820598,0.0,23.7
6533,Union,Mississippi,3.470414715,0.0,65.3
6535,Washington,Mississippi,2.2774374269999997,0.0,70.6
6539,Bates,Missouri,6.183527084,0.0,20.4
6548,Jasper,Missouri,0.824212053,0.0,183.9
6549,Johnson,Missouri,1.84972809,0.0,63.4
6556,Cascade,Montana,3.687043728,0.0,30.1
6562,Ravalli,Montana,2.2827923119999998,0.0,16.8
6587,Strafford,New Hampshire,0.765503357,0.0,333.7
6610,Lea,New Mexico,1.407063459,0.0,14.7
6649,Steuben,New York,2.09689764,0.0,71.2
6661,Buncombe,North Carolina,0.382861584,0.0,362.9
6664,Catawba,North Carolina,0.626758842,0.0,387.1
6703,Clermont,Ohio,0.9688608129999999,0.0,436.5
6708,Defiance,Ohio,5.2511355580000005,0.0,94.9
6710,Erie,Ohio,1.34651119,1.34651119,306.4
6716,Licking,Ohio,0.565412582,0.0,243.9
6751,Josephine,Oregon,1.1430269640000001,0.0,50.4
