county,state,county_state,lat,long,totalpop,total_votes20,votes20_donald_trump,votes20_joe_biden,percentage20_donald_trump,percentage20_joe_biden,cases,deaths,men,women,hispanic,white,black,native,asian,pacific,income,incomepercap,poverty,professional,service,office,construction,production,drive,carpool,transit,walk,othertransp,workathome,meancommute,employed,privatework,publicwork,selfemployed,familywork,unemployment,cases_per_capita_100k,deaths_per_capita_100k,pop_per_sq_mile_2010,age_oto4,age_5to14,age_15to24,age_25to34,age_35to44,age_45to54,age_55to64,age_65to74,age_75to84,age_84plus,evangelicals,protestant,catholic,orthodox,muslim,other
Chittenden,VT,"Chittenden, VT",44.46322849,-73.08359212,160985,853,343,473,0.402,0.555,1009,39,78928,82057,2.2,89.2,2.5,0.2,3.8,0,66906,36384,11.3,47.6,16,21.2,6.5,8.6,73.3,8,2.6,7.8,2.8,5.4,21.1,90054,80,14.3,5.6,0.1,4.1,0.610597531,0,291.7,7714,16146,32335,23234,19099,19746,21625,14342,6889,3442,0,0,0,0,0,0
Choctaw,MS,"Choctaw, MS",33.34598242,-89.24809382,8360,4175,2971,1170,0.712,0.28,217,6,4100,4260,0.5,67.6,30.9,0.5,0.1,0.1,34542,19816,24.5,31,13.4,20.9,16.4,18.3,83,10.8,0.4,1.3,2.5,2,29.3,3046,70.6,21.4,7.3,0.7,10.4,12.18026797,0,20.4,469,1041,898,959,899,1051,1176,986,596,203,0,0,0,0,0,0
Choctaw,AL,"Choctaw, AL",32.02227341,-88.2656443,13188,7461,4294,3126,0.576,0.419,395,12,6277,6911,0.5,56.3,42.1,0,0.1,0,32122,20994,22.3,23.6,15.4,22,17.1,21.9,81.8,13.7,0,1.7,1.2,1.6,32.7,4301,79.9,14.8,4.9,0.4,9.8,7.943442688,0,15.2,673,1391,1443,1304,1382,1683,2012,1668,932,353,0,0,0,0,0,0
Choctaw,OK,"Choctaw, OK",34.02807439,-95.54771129,14979,5832,4698,1082,0.806,0.186,488,2,7248,7731,4,61.3,11.4,15.1,0.1,0.2,30298,19446,31,27.4,23,18.9,14.8,15.9,86.2,7.3,0.9,1.7,1.2,2.7,22.7,5061,75.5,18,6.1,0.4,8.6,6.815703381,0,19.7,986,1949,1667,1595,1578,1717,2140,1738,938,360,0,0,0,0,0,0
Chowan,NC,"Chowan, NC",36.12908077,-76.60118385,14370,7754,4458,3232,0.575,0.417,538,12,6878,7492,3.6,59.7,33.8,0.8,0,0,41979,23542,22.8,29.6,25.4,19.8,7.4,17.7,81.3,8.3,0,3.7,2.9,3.9,28.2,5439,73.2,21.3,5.3,0.2,11.9,7.172057663,0,85.8,663,1624,1529,1463,1469,1591,2234,1979,1052,425,0,0,0,0,0,0
Christian,KY,"Christian, KY",36.89267803,-87.49055367,72438,23863,15080,8296,0.632,0.348,2025,29,38426,34012,7.5,66.3,20.4,0.5,1.3,0.3,41849,21393,19.7,27.8,20.4,22.2,8.5,21.1,78.2,8.6,0.5,8.9,1.9,1.9,17.3,24118,75.7,17.6,6.6,0.2,8,1.419224819,0,103.1,6882,9862,14465,11906,7157,6151,6457,4872,2784,1135,0,0,0,0,0,0
Christian,IL,"Christian, IL",39.54581621,-89.27780482,33562,16094,11505,4286,0.715,0.266,912,31,17040,16522,1.6,95.2,1.6,0.3,0.6,0.1,50668,25614,12.8,30.8,18.4,22.7,11.5,16.6,83.2,9.7,0.7,1.8,0.8,3.8,25.2,14987,79,13.2,7.7,0.1,4.6,3.095591877,0,49.1,1656,3784,3696,3981,3883,4343,4807,3443,2083,985,0,0,0,0,0,0
Christian,MO,"Christian, MO",36.9711783,-93.18537118,83028,46904,34904,11126,0.744,0.237,2463,16,40265,42763,2.8,93.7,0.6,0.3,0.5,0.1,55761,26628,10.4,35.9,16.8,26.9,9.6,10.9,84.7,8.5,0.1,0.8,1.4,4.5,25.4,39399,83,10.6,6.3,0.1,5.3,2.257463739,0,137.6,5489,12758,10041,11293,11815,10936,10980,8210,4066,1395,0,0,0,0,0,0
Churchill,NV,"Churchill, NV",39.58105744,-118.3394607,24022,12503,9088,2966,0.727,0.237,245,4,12177,11845,13.4,73.9,2.4,4,2.4,0.2,46914,25211,13.8,30.3,20.3,20,16,13.4,81.3,10.7,0.1,2.6,2.1,3.2,20.1,9228,69.7,22.3,7.7,0.2,7.8,4.014613192,0,5,1589,3043,2905,3324,2646,2895,3410,2776,1437,415,0,0,0,0,0,0
Cibola,NM,"Cibola, NM",34.91131525,-107.998876,27049,8903,3975,4745,0.446,0.533,658,23,13678,13371,38,20,1,39.2,0.4,0,36089,17768,28.5,28.1,26.9,22.5,12.1,10.4,69.7,13.3,0.4,3.1,6,7.5,23.4,9600,63.7,28.9,7.2,0.2,16,3.748828491,0,6,1690,3627,3360,3793,3400,3031,3539,2510,1305,491,0,0,0,0,0,0
Cimarron,OK,"Cimarron, OK",36.74817177,-102.5173885,2221,1054,970,70,0.92,0.066,40,0,1118,1103,20.8,77.7,0.3,0.6,0.2,0,44667,28461,15.9,35.2,11.1,20.1,17,16.7,86.5,4.6,0,2.8,2,4.1,14.7,1027,58.4,28.6,12.3,0.7,2.3,46.79457183,0,1.3,139,306,231,214,209,239,267,293,196,59,0,0,0,0,0,0
Citrus,FL,"Citrus, FL",28.84804315,-82.47614748,141373,93380,65348,27088,0.7,0.29,3308,135,68487,72886,5.3,88.6,2.8,0.3,1.6,0,40574,25034,17.4,28.2,23.5,25.2,11.2,11.9,81.7,8.1,0.3,1.2,2.9,5.8,25.3,45294,79.9,12.8,6.8,0.4,9.9,0.668194605,0,242.8,5633,12420,11738,12669,11448,16235,24081,28867,18566,6272,0,0,0,0,0,0
Clackamas,OR,"Clackamas, OR",45.18787398,-122.2179634,399962,253206,108407,136782,0.428,0.54,3383,67,196834,203128,8.4,82.7,0.9,0.6,4.1,0.2,72408,37551,9,39.4,15.1,25.3,8.4,11.7,76.3,9.3,2.9,2.1,1.6,7.8,28.7,197975,81,11.3,7.5,0.2,5.6,0.239127472,0,201,22309,51137,47396,51132,55166,55280,58337,46094,20451,8773,0,0,0,0,0,0
Claiborne,LA,"Claiborne, LA",32.82308512,-92.99526883,16296,6580,3770,2731,0.573,0.415,607,26,9360,6936,1.4,45.6,51.2,0.2,0,0,26877,16384,29.9,24.8,21.4,17.7,16.1,20.1,84.7,9.2,0,3.8,0.3,2,26.2,5311,70.1,22.1,7.4,0.5,9.4,6.381620932,0,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claiborne,TN,"Claiborne, TN",36.48319149,-83.65947309,31566,12935,10598,2201,0.819,0.17,556,8,15284,16282,1.2,95.6,1,0.1,0.6,0.1,35428,20184,22.4,29,16.8,18.3,13.9,22,85.1,9.6,0.1,1,0.6,3.8,24.5,11893,79.5,12.6,7.6,0.3,8.5,3.129009043,0,74.1,1585,3355,3972,3998,3643,4324,4545,3848,1931,555,0,0,0,0,0,0
Claiborne,MS,"Claiborne, MS",31.97061673,-90.90702196,9106,2886,479,2337,0.166,0.81,545,16,4269,4837,0.4,12.1,86.9,0.2,0.4,0,24601,13095,45.9,25,25.2,20.7,9.6,19.5,85.1,5.4,0.5,3.9,2.2,2.9,22.4,2394,63.7,31.5,4.6,0.2,17.7,11.12594571,0,19.7,539,1026,2182,968,922,834,1059,871,412,189,0,0,0,0,0,0
Clallam,WA,"Clallam, WA",48.04754642,-123.9226319,73439,48267,22732,24335,0.471,0.504,271,1,36389,37050,6,83.3,1.1,4.4,1.5,0.1,48002,28857,17.1,30.2,23.3,24.2,11,11.2,77.9,9.5,1.1,3.5,2.4,5.6,21.2,28027,68.4,22.9,8.6,0.2,8.8,1.293142466,0,41.1,3534,7332,6934,8358,7651,7702,12506,13280,6787,2653,0,0,0,0,0,0
Clare,MI,"Clare, MI",43.98794227,-84.8481986,30597,16280,10860,5200,0.667,0.319,319,14,15148,15449,1.9,95.1,0.5,0.5,0.3,0,35913,21198,23.6,25.1,21.6,22.6,12.4,18.3,79.5,9.4,1.1,2.5,1.7,5.9,28,10985,79.7,10.5,9.3,0.5,11.5,3.231017771,0,54.8,1653,3397,3131,3220,3124,3750,5141,4401,2235,705,0,0,0,0,0,0
